rentree_scolaire;code_region;region;code_de_l_academie;academie;code_du_departement;departement;code_insee_de_la_commune;nom_de_la_commune;uai;secteur;ips;ips_national_prive;ips_national_public;ips_national;ips_academique_prive;ips_academique_public;ips_academique;ips_departemental_prive;ips_departemental_public;ips_departemental;num_ligne;appellation_officielle;libelle_commune;code_departement;code_commune;libelle_departement;libelle_academie;position
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62881;BEAUVOIR WAVANS;0621956P;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51325.0;Ecole élémentaire RPI 148;Beauvoir-Wavans;062;62881;Pas-de-Calais;Lille;50.2184073224839,2.1628998706526263
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62749;SAINT GEORGES;0622019H;public;94.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51337.0;Ecole élémentaire RPI 147;Saint-Georges;062;62749;Pas-de-Calais;Lille;50.35880336583623,2.0864999959762023
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62763;SAINT MICHEL SUR TERNOISE;0622060C;public;97.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51347.0;Ecole primaire;Saint-Michel-sur-Ternoise;062;62763;Pas-de-Calais;Lille;50.373728376315896,2.3643306137277844
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622297K;public;98.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51354.0;Ecole élémentaire Raoul François;Arras;062;62041;Pas-de-Calais;Lille;50.28199383403315,2.793530193113272
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62329;FERQUES;0622339F;public;94.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51362.0;Ecole primaire Jean Ferrat;Ferques;062;62329;Pas-de-Calais;Lille;50.83028785578868,1.760430227919629
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0622603T;privé sous contrat;107.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51393.0;Ecole primaire privée Saint Martin-Sainte Thérèse;Arques;062;62040;Pas-de-Calais;Lille;50.73672330896624,2.291619653428373
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62588;MONTREUIL SUR MER;0622647R;privé sous contrat;123.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51412.0;Ecole primaire privée Sainte Austreberthe;Montreuil-sur-Mer;062;62588;Pas-de-Calais;Lille;50.464055259693836,1.7663138040779454
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62080;BAPAUME;0622719U;privé sous contrat;110.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51453.0;Ecole primaire privée Notre-Dame;Bapaume;062;62080;Pas-de-Calais;Lille;50.10530704818802,2.8495003786602906
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0622747Z;privé sous contrat;113.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51472.0;Ecole primaire privée Clair Accueil;Courrières;062;62250;Pas-de-Calais;Lille;50.45536360662281,2.9453195076098453
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62448;HESDIN L ABBE;0622828M;public;107.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51485.0;Ecole primaire Le Vert Giniau - Blanche-Neige;Hesdin-l'Abbé;062;62448;Pas-de-Calais;Lille;50.66843404138623,1.685069386882533
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62753;SAINT LAURENT BLANGY;0622837X;public;98.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51490.0;Ecole primaire du Petit Pont de Bois - Lenglet-Vivot;Saint-Laurent-Blangy;062;62753;Pas-de-Calais;Lille;50.298639989599856,2.8021024005289132
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622993S;public;80.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51533.0;Ecole primaire Achille Breuval;Hénin-Beaumont;062;62427;Pas-de-Calais;Lille;50.42657384117667,2.9486404389341243
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62624;NOYELLES GODAULT;0623664W;public;84.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51677.0;Ecole élémentaire Marie Curie;Noyelles-Godault;062;62624;Pas-de-Calais;Lille;50.41672297100661,2.991480148109727
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62724;ROUVROY;0623811F;public;82.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51703.0;Ecole élémentaire Jules Ferry-Pierre Brossolette;Rouvroy;062;62724;Pas-de-Calais;Lille;50.395853624492446,2.903059319411885
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62863;VIOLAINES;0623975J;public;102.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51749.0;Ecole élémentaire Eustache Varet;Violaines;062;62863;Pas-de-Calais;Lille;50.53986980284257,2.787990664406436
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0624113J;public;88.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51769.0;Ecole primaire Bucaille-Pelletan;Boulogne-sur-Mer;062;62160;Pas-de-Calais;Lille;50.72856781390766,1.6029904655746539
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62154;BONNIERES;0624166S;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51786.0;Ecole primaire RPI 34;Bonnières;062;62154;Pas-de-Calais;Lille;50.24149861799548,2.262682598662337
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62865;VITRY EN ARTOIS;0624226G;public;94.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51799.0;Ecole élémentaire Victor Hugo;Vitry-en-Artois;062;62865;Pas-de-Calais;Lille;50.32557038520562,2.977980052049125
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62279;DUISANS;0620679B;public;124.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51005.0;Ecole primaire Camille Corot;Duisans;062;62279;Pas-de-Calais;Lille;50.30706133943781,2.6863104934802307
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62627;NOYELLES SOUS BELLONNE;0620761R;public;113.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51030.0;Ecole primaire Pierre-Joseph Lesage;Noyelles-sous-Bellonne;062;62627;Pas-de-Calais;Lille;50.30792394125385,3.0286099147597
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62314;ESTREE CAUCHY;0620942M;public;;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51067.0;Ecole primaire;Estrée-Cauchy;062;62314;Pas-de-Calais;Lille;50.398558196244544,2.609160249935706
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62191;CAFFIERS;0621030H;public;86.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51091.0;Ecole primaire;Caffiers;062;62191;Pas-de-Calais;Lille;50.83897523960601,1.812810284749902
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0621141D;public;89.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51123.0;Ecole primaire Delaroche-Van Dyck;Calais;062;62193;Pas-de-Calais;Lille;50.94765985424468,1.8688193916643268
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62021;ALETTE;0621237H;public;96.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51147.0;Ecole élémentaire La Bimoise RPI 29;Alette;062;62021;Pas-de-Calais;Lille;50.51810546202161,1.8267404963698748
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62065;AVION;0621400K;public;74.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51189.0;Ecole élémentaire Louis Aragon-ElsaTriolet;Avion;062;62065;Pas-de-Calais;Lille;50.403312912767085,2.837320135260125
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0621471M;public;91.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51205.0;Ecole élémentaire Marie Curie;Douvrin;062;62276;Pas-de-Calais;Lille;50.50240011006436,2.828976591527565
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62458;HOULLE;0621715C;public;95.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51260.0;Ecole primaire Jules Ferry;Houlle;062;62458;Pas-de-Calais;Lille;50.79625644491543,2.169729671259218
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62647;LE PARCQ;0622015D;public;88.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51334.0;Ecole primaire RPI 43;Le Parcq;062;62647;Pas-de-Calais;Lille;50.38313969419988,2.08260966742645
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0622255P;public;89.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51351.0;Ecole primaire Jacques Prévert;Beuvry;062;62126;Pas-de-Calais;Lille;50.51877587961676,2.674890173437725
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62712;RIVIERE;0622930Y;public;112.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51511.0;Ecole primaire;Rivière;062;62712;Pas-de-Calais;Lille;50.23403978112696,2.6862294061070022
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62820;TINCQUES;0623075F;public;110.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51554.0;Ecole primaire;Tincques;062;62820;Pas-de-Calais;Lille;50.35824543847356,2.4965502057494837
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62393;GUEMPS;0623307H;public;91.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51574.0;Ecole primaire;Guemps;062;62393;Pas-de-Calais;Lille;50.91583996051358,1.998569299466629
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0623347B;public;69.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51577.0;Ecole élémentaire Greuze;Calais;062;62193;Pas-de-Calais;Lille;50.94713930540206,1.8804501825306355
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62770;SAINT VENANT;0623512F;public;97.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51644.0;Ecole primaire Lamartine;Saint-Venant;062;62770;Pas-de-Calais;Lille;50.622705286079366,2.545829338368063
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62848;VERQUIN;0623528Y;public;89.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51656.0;Ecole primaire Jules Ferry;Verquin;062;62848;Pas-de-Calais;Lille;50.500585597847966,2.6424797205761132
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62498;LENS;0623773P;public;71.0;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51691.0;Ecole primaire Jean Macé;Lens;062;62498;Pas-de-Calais;Lille;50.44189431618794,2.810220409176358
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62043;LES ATTAQUES;0623229Y;public;101.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51571.0;Ecole primaire Robert Doisneau;Les Attaques;062;62043;Pas-de-Calais;Lille;50.905305042373705,1.9323995129814038
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;62;PAS-DE-CALAIS;62609;NEUVILLE SAINT VAAST;0623544R;public;121.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51665.0;Ecole primaire Marie Curie;Neuville-Saint-Vaast;062;62609;Pas-de-Calais;Lille;50.35524821480679,2.7608303766810147
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59178;DOUAI;0590380T;public;72.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49012.0;Ecole élémentaire Jules et Léon Maurice;Douai;059;59178;Nord;Lille;50.38048972442839,3.0636733305579953
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59033;AULNOYE AYMERIES;0590557K;public;91.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49042.0;Ecole élémentaire Paul Stiévenart;Aulnoye-Aymeries;059;59033;Nord;Lille;50.20701472336353,3.8453102510319646
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59070;BERMERIES;0590646G;public;106.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49060.0;Ecole primaire - Regroupement Pédagogique Intercommunal Concentré (RPC) de BERMERIES;L'Orée de Mormal;059;59006;Nord;Lille;50.28227476524839,3.749689685193556
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59089;BOLLEZEELE;0590677R;public;88.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49068.0;Ecole primaire Le Chat Botté;Bollezeele;059;59089;Nord;Lille;50.86226514339659,2.327639593420588
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59139;CAUDRY;0590820W;public;85.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49102.0;Ecole élémentaire Jean Macé;Caudry;059;59139;Nord;Lille;50.125411668459144,3.408479330331207
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59146;CHERENG;0590836N;public;110.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49110.0;Ecole primaire Jules Ferry;Chéreng;059;59146;Nord;Lille;50.61015131904911,3.2080506920922676
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59201;ERQUINGHEM LE SEC;0591080D;public;137.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49157.0;Ecole primaire Ghislain Henniart;Erquinghem-le-Sec;059;59201;Nord;Lille;50.61396343303511,2.9305693516890123
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59225;FEIGNIES;0591149D;public;81.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49171.0;Ecole élémentaire Louis Pergaud;Feignies;059;59225;Nord;Lille;50.29528200917873,3.9178502350802167
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59255;FRESSIES;0591239B;public;98.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49190.0;Ecole primaire;Fressies;059;59255;Nord;Lille;50.25436285760823,3.1926603547837873
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0591382G;public;104.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49218.0;Ecole élémentaire Berthelot - Sévigné;Lille;059;59350;Nord;Lille;50.623346392355465,3.1006498082058993
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59318;HOUTKERQUE;0591446B;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49227.0;Ecole primaire RPI 04;Houtkerque;059;59318;Nord;Lille;50.87651892618566,2.598250433470443
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59328;LAMBERSART;0591486V;public;120.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49232.0;Ecole élémentaire Pasteur;Lambersart;059;59328;Nord;Lille;50.652882971957574,3.0127806023884007
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59335;LECELLES;0591500K;public;120.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49234.0;Ecole primaire Centre;Lecelles;059;59335;Nord;Lille;50.471503594833024,3.3937993886857827
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59351;LIMONT FONTAINE;0591645T;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49260.0;Ecole primaire;Limont-Fontaine;059;59351;Nord;Lille;50.20773596104792,3.921939938312934
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59359;LOON PLAGE;0591678D;public;87.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49267.0;Ecole élémentaire Pasteur - Lamartine;Loon-Plage;059;59359;Nord;Lille;50.996079845136364,2.216069680355547
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59371;LE MAISNIL;0591728H;public;143.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49281.0;Ecole primaire Alexis Delannoy;Le Maisnil;059;59371;Nord;Lille;50.61522544779364,2.884949326340644
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59440;NOYELLES SUR SELLE;0591944T;public;102.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49315.0;Ecole primaire La Clé des Champs;Noyelles-sur-Selle;059;59440;Nord;Lille;50.286946995243554,3.385669525000601
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59500;RIBECOURT LA TOUR;0592014U;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49339.0;Ecole élémentaire RPI 6;Ribécourt-la-Tour;059;59500;Nord;Lille;50.11122689745133,3.128659973356855
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59539;SAINT PIERRE BROUCK;0592178X;public;103.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49389.0;Ecole primaire Florimond Debeyre;Saint-Pierre-Brouck;059;59539;Nord;Lille;50.896133484319925,2.1879104045522815
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59569;SIN LE NOBLE;0592250A;public;77.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49404.0;Ecole primaire Roger Salengro;Sin-le-Noble;059;59569;Nord;Lille;50.36167283924941,3.103140118983607
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59603;TRITH SAINT LEGER;0592387Z;public;92.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49441.0;Ecole élémentaire Lucie Aubrac;Trith-Saint-Léger;059;59603;Nord;Lille;50.3249759378095,3.483910266441833
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59345;LEWARDE;0593601U;public;90.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49565.0;Ecole élémentaire Roger Salengro;Lewarde;059;59345;Nord;Lille;50.33828228275103,3.169349902511181
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59193;EMMERIN;0593617L;public;125.3;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49569.0;Ecole élémentaire Simons;Emmerin;059;59193;Nord;Lille;50.59312479827108,2.997050449413537
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59238;FLINES LES MORTAGNE;0593643P;public;116.1;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49582.0;Ecole primaire Jean-Marie Decobecq;Flines-lès-Mortagne;059;59238;Nord;Lille;50.50370685730609,3.4645102814991278
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59173;DEULEMONT;0593729H;privé sous contrat;121.7;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49611.0;Ecole primaire privée Sacré-Coeur;Deûlémont;059;59173;Nord;Lille;50.73568847076061,2.9450999285972546
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59043;BAILLEUL;0593762U;privé sous contrat;108.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49622.0;Ecole primaire privée Saint Albert;Bailleul;059;59043;Nord;Lille;50.74284490186492,2.733989996530146
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0593833W;privé sous contrat;133.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49657.0;Ecole primaire privée Notre-Dame de La Paix;Lille;059;59350;Nord;Lille;50.6411943907541,3.0676604654367274
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59650;WATTRELOS;0593886D;privé sous contrat;102.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49677.0;Ecole primaire privée Notre-Dame de Lourdes;Wattrelos;059;59650;Nord;Lille;50.70844812805826,3.1961102931331324
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0593971W;privé sous contrat;114.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49708.0;Ecole primaire privée Dominique Savio;Lille;059;59350;Nord;Lille;50.641436178551345,3.0157568914514377
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59360;LOOS;0593977C;privé sous contrat;106.6;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49711.0;Ecole primaire privée Notre-Dame;Loos;059;59360;Nord;Lille;50.6172901173169,3.013560071033474
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59477;PROVIN;0594053K;privé sous contrat;119.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49748.0;Ecole primaire privée Notre-Dame;Provin;059;59477;Nord;Lille;50.51264364946578,2.908880402979134
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59512;ROUBAIX;0594068B;privé sous contrat;92.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49756.0;Ecole primaire privée Saint Louis;Roubaix;059;59512;Nord;Lille;50.69447026533609,3.177610489456841
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59559;SEBOURG;0594088Y;privé sous contrat;123.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49764.0;Ecole primaire privée Sainte Anne;Sebourg;059;59559;Nord;Lille;50.3441221086375,3.643660302490088
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59599;TOURCOING;0594115C;privé sous contrat;100.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49774.0;Ecole primaire privée Saint Pierre;Tourcoing;059;59599;Nord;Lille;50.72352239132814,3.142580078449366
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59611;VERLINGHEM;0594122K;privé sous contrat;133.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49778.0;Ecole primaire privée Sainte Marie;Verlinghem;059;59611;Nord;Lille;50.68008674015594,2.9936104709568374
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59653;WAVRIN;0594137B;privé sous contrat;133.5;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49788.0;Ecole primaire privée Immaculée-Conception;Wavrin;059;59653;Nord;Lille;50.57267569690551,2.9390105609486548
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59316;HOUPLIN ANCOISNE;0594194N;public;108.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49808.0;Ecole primaire Victor Hugo;Houplin-Ancoisne;059;59316;Nord;Lille;50.561926806968295,3.0008299271853893
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59378;MARCQ EN BAROEUL;0594202X;public;101.2;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49814.0;Ecole élémentaire Jules Ferry;Marcq-en-Baroeul;059;59378;Nord;Lille;50.6756093646206,3.089150285517763
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59410;MONS EN BAROEUL;0594206B;public;86.8;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49818.0;Ecole élémentaire La Paix;Mons-en-Baroeul;059;59410;Nord;Lille;50.63697867901185,3.105699419573586
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59227;FENAIN;0594264P;public;78.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49839.0;Ecole primaire Des Tilleuls;Fenain;059;59227;Nord;Lille;50.362857621194834,3.306670439140718
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59419;MOUCHIN;0594273Z;public;110.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49844.0;Ecole primaire Camille Desmoulins;Mouchin;059;59419;Nord;Lille;50.517780675991304,3.2926306322522807
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59290;HAUT LIEU;0594367B;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49858.0;Ecole primaire Pierre Duez RPI 15;Haut-Lieu;059;59290;Nord;Lille;50.1015552531203,3.912399328143284
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59616;VIEUX CONDE;0594491L;public;75.9;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49890.0;Ecole élémentaire Joliot-Curie;Vieux-Condé;059;59616;Nord;Lille;50.479197775004586,3.576020569089344
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59271;GRANDE SYNTHE;0594493N;privé sous contrat;89.4;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49892.0;Ecole primaire privée René Bonpain;Grande-Synthe;059;59271;Nord;Lille;51.017611485752994,2.308490262934476
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59350;LILLE;0594510G;public;;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49893.0;Ecole primaire Les Dondaines;Lille;059;59350;Nord;Lille;50.63826544831068,3.082149410012024
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59365;LOUVROIL;0594559K;public;66.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49898.0;Ecole élémentaire Les Longs Prés;Louvroil;059;59365;Nord;Lille;50.25701000302564,3.9472493123425623
2023-2024;9;HAUTS-DE-FRANCE;9;LILLE;59;NORD;59029;AUCHY LEZ ORCHIES;0594585N;public;117.0;120.3;102.9;105.5;118.2;93.2;98.2;119.4;94.4;100.2;49908.0;Ecole primaire du Fleuri d'Alcy;Auchy-lez-Orchies;059;59029;Nord;Lille;50.47708302104254,3.2046104806468314
