Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;LILLE;062;PAS-DE-CALAIS;0620700Z;ECOLE PRIMAIRE;62097;BEAUMETZ LES LOGES;public;119.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0620706F;ECOLE PRIMAIRE;62147;BOIRY SAINTE RICTRUDE;public;105.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0620783P;ECOLE PRIMAIRE PAUL BERT;62119;BETHUNE;public;103.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0620874N;ECOLE PRIMAIRE ISABELLE NACRY;62758;SAINT MARTIN BOULOGNE;public;89.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0620883Y;ECOLE PRIMAIRE;62179;BRUNEMBERT;public;97.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0620885A;ECOLE PRIMAIRE;62251;COURSET;public;94.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0620888D;ECOLE PRIMAIRE JEHAN MOLINET;62268;DESVRES;public;76.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0620891G;ECOLE PRIMAIRE;62524;LONGFOSSE;public;91.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0621007H;ECOLE PRIMAIRE JULES VERNE;62376;GONNEHEM;public;106.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621019W;ECOLE PRIMAIRE JACQUES PREVERT;62516;LILLERS;public;69.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621028F;ECOLE PRIMAIRE;62161;BOUQUEHAULT;public;96.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621032K;ECOLE PRIMAIRE;62334;FIENNES;public;82.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0621060R;ECOLE PRIMAIRE DE L ESPLANADE;62193;CALAIS;public;116.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621070B;ECOLE PRIMAIRE GEORGES BRASSENS;62654;PEUPLINGUES;public;99.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621081N;ECOLE PRIMAIRE LOUISE POLLET;62193;CALAIS;public;78.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621091Z;ECOLE PRIMAIRE GEORGES BRASSENS;62634;OFFEKERQUE;public;89.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621098G;ECOLE PRIMAIRE JACQUES BREL;62748;SAINT FOLQUIN;public;112.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0621116B;ECOLE PRIMAIRE;62087;BAYENGHEM LES EPERLECQUES;public;106.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0621129R;ECOLE PRIMAIRE;62618;NORDAUSQUES;public;92.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621137Z;ECOLE PRIMAIRE ARCHIMEDE;62193;CALAIS;public;79.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0621140C;ECOLE PRIMAIRE E CURIE JB COROT;62193;CALAIS;public;63.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621152R;ECOLE PRIMAIRE CENTRE;62244;COULOGNE;public;92.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621198R;ECOLE PRIMAIRE;62444;HERVELINGHEN;public;100.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621199S;ECOLE PRIMAIRE LE VILLAGE;62487;LANDRETHUN LE NORD;public;92.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621217L;ECOLE PRIMAIRE;62296;ENQUIN SUR BAILLONS;public;105.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0621227X;ECOLE PRIMAIRE;62729;RUMILLY;public;92.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621244R;ECOLE PRIMAIRE JEAN MACE FERDINAND BUISSON;62300;EQUIHEN PLAGE;public;81.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0621246T;ECOLE PRIMAIRE;62446;HESDIGNEUL LES BOULOGNE;public;101.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621253A;ECOLE PRIMAIRE D APPLICATION JEAN JAURES;62643;OUTREAU;public;92.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621256D;ECOLE PRIMAIRE PAUL BERT;62643;OUTREAU;public;93.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621274Y;ECOLE PRIMAIRE VOLTAIRE;62133;BILLY MONTIGNY;public;79.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621277B;ECOLE PRIMAIRE ROGER SALENGRO;62249;COURCELLES LES LENS;public;80.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621279D;ECOLE PRIMAIRE MARCELLE CLOEZ;62249;COURCELLES LES LENS;public;80.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0621306H;ECOLE PRIMAIRE MARCEL CACHIN;62587;MONTIGNY EN GOHELLE;public;70.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0621322A;ECOLE PRIMAIRE HENRI BARBUSSE;62771;SALLAUMINES;public;71.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0621350F;ECOLE PRIMAIRE JEANNE D ARC;62498;LENS;public;99.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0621358P;ECOLE PRIMAIRE JULES VERNE;62215;CARVIN;public;107.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621382R;ECOLE PRIMAIRE ANDRE PANTIGNY;62637;OIGNIES;public;89.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621430T;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;62570;MERICOURT;public;80.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621456W;ECOLE PRIMAIRE ALBERT CAMUS;62126;BEUVRY;public;74.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621473P;ECOLE PRIMAIRE CLEMENCE QUINIO;62330;FESTUBERT;public;111.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621504Y;ECOLE PRIMAIRE MARIE CURIE;62563;MAZINGARBE;public;78.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0621517M;ECOLE PRIMAIRE LE FRENELET;62529;LORGIES;public;122.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0621518N;ECOLE PRIMAIRE VIEUX MOULIN;62606;NEUVE CHAPELLE;public;121.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621561K;ECOLE PRIMAIRE JEAN DE LA FONTAINE;62510;LIEVIN;public;71.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0621564N;ECOLE PRIMAIRE JACQUES PREVERT;62108;BERCK;public;82.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621600C;ECOLE PRIMAIRE;62538;MAINTENAY;public;90.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621612R;ECOLE PRIMAIRE;62044;ATTIN;public;102.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621653K;ECOLE PRIMAIRE;62390;GROFFLIERS;public;106.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621681R;ECOLE PRIMAIRE;62792;SERQUES;public;94.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0621692C;ECOLE PRIMAIRE MARCEL PAGNOL;62205;CAMPAGNE LES WARDRECQUES;public;99.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0621715C;ECOLE PRIMAIRE;62458;HOULLE;public;99.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0621719G;ECOLE PRIMAIRE JACQUES PREVERT;62875;WARDRECQUES;public;96.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0621720H;ECOLE PRIMAIRE FRANCK DUSAUTOIR;62811;THEROUANNE;public;97.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0621733X;ECOLE PRIMAIRE CONDORCET;62452;HEURINGHEM;public;108.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0621758Z;ECOLE PRIMAIRE LE VILLAGE;62327;FEBVIN PALFART;public;75.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0621778W;ECOLE PRIMAIRE;62293;EMBRY;public;92.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0621819R;ECOLE PRIMAIRE;62519;LISBOURG;public;82.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621849Y;ECOLE PRIMAIRE CENTRE;62265;DELETTES;public;99.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621862M;ECOLE PRIMAIRE ROGER SALENGRO;62534;LUMBRES;public;86.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0621894X;ECOLE PRIMAIRE SULLY;62900;WITTERNESSE;public;93.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621902F;ECOLE PRIMAIRE;62113;BERLES MONCHEL;public;113.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0621980R;ECOLE PRIMAIRE;62222;CHERIENNES;public;89.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622058A;ECOLE PRIMAIRE;62686;RAMECOURT;public;97.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622059B;ECOLE PRIMAIRE;62717;ROELLECOURT;public;104.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622067K;ECOLE PRIMAIRE;62883;WAVRANS SUR TERNOISE;public;100.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0622256R;ECOLE PRIMAIRE DU CHEMIN VERT LA GERBE;62757;SAINT MARTIN LEZ TATINGHEM;public;98.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622337D;ECOLE PRIMAIRE PIERRE BROSSOLETTE;62309;ESQUERDES;public;89.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622446X;ECOLE PRIMAIRE HIPPODROME;62041;ARRAS;public;88.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622448Z;ECOLE PRIMAIRE HENRI WALLON;62065;AVION;public;68.6
2019-2020;LILLE;059;NORD;0592075K;ECOLE PRIMAIRE LEGOUVE;59512;ROUBAIX;public;68.4
2019-2020;LILLE;059;NORD;0592084V;ECOLE PRIMAIRE MONTESQUIEU;59512;ROUBAIX;public;68.2
2019-2020;LILLE;059;NORD;0592111Z;ECOLE PRIMAIRE LEON LIEMANS;59514;ROUSIES;public;87.2
2019-2020;LILLE;059;NORD;0592117F;ECOLE PRIMAIRE LOUISE MICHEL;59515;ROUVIGNIES;public;102.8
2019-2020;LILLE;059;NORD;0592137C;ECOLE PRIMAIRE GEORGES BRASSENS;59524;SAINGHIN EN WEPPES;public;100.0
2019-2020;LILLE;059;NORD;0592147N;ECOLE PRIMAIRE LOUISE DEMATTE;59526;SAINT AMAND LES EAUX;public;107.4
2019-2020;LILLE;059;NORD;0592153V;ECOLE PRIMAIRE GEORGES WALLERS;59526;SAINT AMAND LES EAUX;public;117.0
2019-2020;LILLE;059;NORD;0592173S;ECOLE PRIMAIRE;59536;SAINTE MARIE CAPPEL;public;113.3
2019-2020;LILLE;059;NORD;0592183C;ECOLE PRIMAIRE VANCAUWENBERGHE;59183;DUNKERQUE;public;80.6
2019-2020;LILLE;059;NORD;0592196S;ECOLE PRIMAIRE;59543;SAINT REMY DU NORD;public;79.1
2019-2020;LILLE;059;NORD;0592219S;ECOLE PRIMAIRE NIVEAU 2;59555;SARS POTERIES;public;83.4
2019-2020;LILLE;059;NORD;0592248Y;ECOLE PRIMAIRE JEAN JAURES;59569;SIN LE NOBLE;public;85.6
2019-2020;LILLE;059;NORD;0592249Z;ECOLE PRIMAIRE SUZANNE LANOY;59569;SIN LE NOBLE;public;83.3
2019-2020;LILLE;059;NORD;0592346E;ECOLE PRIMAIRE PAUL CLAUDEL;59599;TOURCOING;public;66.3
2019-2020;LILLE;059;NORD;0592353M;ECOLE PRIMAIRE CONDORCET;59599;TOURCOING;public;76.7
2019-2020;LILLE;059;NORD;0592362X;ECOLE PRIMAIRE MICHELET;59599;TOURCOING;public;74.2
2019-2020;LILLE;059;NORD;0592436C;ECOLE PRIMAIRE GUTENBERG;59611;VERLINGHEM;public;121.2
2019-2020;LILLE;059;NORD;0592456Z;ECOLE PRIMAIRE PIERRE DEVIGNE;59617;VIEUX MESNIL;public;101.4
2019-2020;LILLE;059;NORD;0592493P;ECOLE PRIMAIRE ROGER MARCOTTE;59634;WALLON CAPPEL;public;114.7
2019-2020;LILLE;059;NORD;0592495S;ECOLE PRIMAIRE JULES FERRY;59636;WAMBRECHIES;public;111.0
2019-2020;LILLE;059;NORD;0592510H;ECOLE PRIMAIRE LAKANAL;59650;WATTRELOS;public;86.0
2019-2020;LILLE;059;NORD;0592597C;ECOLE PRIMAIRE;59669;ZUYTPEENE;public;108.7
2019-2020;LILLE;059;NORD;0592690D;ECOLE PRIMAIRE MARTIN MARTINE;59122;CAMBRAI;public;94.5
2019-2020;LILLE;059;NORD;0592723P;ECOLE PRIMAIRE MAURICE BONNOT;59599;TOURCOING;public;101.8
2019-2020;LILLE;059;NORD;0592728V;ECOLE PRIMAIRE VICTOR HUGO SEVIGNE;59360;LOOS;public;71.1
2019-2020;LILLE;059;NORD;0592753X;ECOLE PRIMAIRE CENTRE;59053;BAVAY;public;87.9
2019-2020;LILLE;059;NORD;0592825A;ECOLE PRIMAIRE ALBERT CAMUS;59512;ROUBAIX;public;73.4
2019-2020;LILLE;059;NORD;0593286B;ECOLE PRIMAIRE JULES VALLES;59153;CONDE SUR L ESCAUT;public;79.2
2019-2020;LILLE;059;NORD;0593467Y;ECOLE PRIMAIRE EDOUARD HERRIOT;59350;LILLE;public;115.9
2019-2020;LILLE;059;NORD;0593517C;ECOLE PRIMAIRE LECLERC CLEMENCEAU;59327;LALLAING;public;93.0
2019-2020;LILLE;059;NORD;0593522H;ECOLE PRIMAIRE;59078;BEUGNIES;public;92.4
2019-2020;LILLE;059;NORD;0593523J;ECOLE PRIMAIRE JOSEPH LEPRETRE;59082;BIERNE;public;109.0
2019-2020;LILLE;059;NORD;0593527N;ECOLE PRIMAIRE BRUEGHEL;59588;TETEGHEM COUDEKERQUE VILLAGE;public;98.9
2019-2020;LILLE;059;NORD;0593531T;ECOLE PRIMAIRE DE LA MER;59183;DUNKERQUE;public;117.5
2019-2020;LILLE;059;NORD;0593536Y;ECOLE PRIMAIRE CHARLEMAGNE BRISVILLE;59348;LIEU SAINT AMAND;public;104.1
2019-2020;LILLE;059;NORD;0593541D;ECOLE PRIMAIRE LALO CLEMENT;59350;LILLE;public;112.2
2019-2020;LILLE;059;NORD;0593543F;ECOLE PRIMAIRE PASTEUR;59378;MARCQ EN BAROEUL;public;101.4
2019-2020;LILLE;059;NORD;0593547K;ECOLE PRIMAIRE;59402;MILLAM;public;105.5
2019-2020;LILLE;059;NORD;0593549M;ECOLE PRIMAIRE LEON PAUL BOISSEAU;59444;ODOMEZ;public;88.6
2019-2020;LILLE;059;NORD;0593555U;ECOLE PRIMAIRE DU CAPREAU;59646;WASQUEHAL;public;102.5
2019-2020;LILLE;059;NORD;0593570K;ECOLE PRIMAIRE LAMARTINE JENNER;59350;LILLE;public;97.9
2019-2020;LILLE;059;NORD;0593600T;ECOLE PRIMAIRE DES POMMES RPI 12;59381;MARESCHES;public;97.3
2019-2020;LILLE;059;NORD;0593625V;ECOLE PRIMAIRE HOSTETTER;59389;MASNIERES;public;89.7
2019-2020;LILLE;059;NORD;0593636G;ECOLE PRIMAIRE SUZANNE LANOY;59203;ERRE;public;97.1
2019-2020;LILLE;059;NORD;0593639K;ECOLE PRIMAIRE LE JARD;59153;CONDE SUR L ESCAUT;public;81.3
2019-2020;LILLE;059;NORD;0593646T;ECOLE PRIMAIRE CHARLES PERRAULT;59416;MORBECQUE;public;95.2
2019-2020;LILLE;059;NORD;0593684J;ECOLE PRIMAIRE AU BORD DE L EAU;59434;NIVELLE;public;116.0
2019-2020;LILLE;059;NORD;0593688N;ECOLE PRIMAIRE ROBERT MOHEN;59178;DOUAI;public;61.0
2019-2020;LILLE;059;NORD;0593692T;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE GRACE;59120;CAESTRE;privé sous contrat;115.7
2019-2020;LILLE;059;NORD;0593693U;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;59122;CAMBRAI;privé sous contrat;94.4
2019-2020;LILLE;059;NORD;0593714S;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;59153;CONDE SUR L ESCAUT;privé sous contrat;89.2
2019-2020;LILLE;059;NORD;0593720Y;ECOLE PRIMAIRE PRIVEE DON BOSCO;59163;CROIX;privé sous contrat;83.9
2019-2020;LILLE;059;NORD;0593723B;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;59163;CROIX;privé sous contrat;133.8
2019-2020;LILLE;059;NORD;0593783S;ECOLE PRIMAIRE PRIVEE LA CROIX BLANCHE;59090;BONDUES;privé sous contrat;136.9
2019-2020;LILLE;059;NORD;0593784T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59094;BOURBOURG;privé sous contrat;103.2
2019-2020;LILLE;059;NORD;0593791A;ECOLE PRIMAIRE PRIVEE NOTRE DAME;59230;FERRIERE LA GRANDE;privé sous contrat;93.4
2019-2020;LILLE;059;NORD;0593802M;ECOLE PRIMAIRE PRIVEE SAINTE MARIE SACRE COEUR;59279;HALLUIN;privé sous contrat;92.2
2019-2020;LILLE;059;NORD;0593807T;ECOLE PRIMAIRE PRIVEE SAINTE JEANNE D ARC;59295;HAZEBROUCK;privé sous contrat;110.0
2019-2020;LILLE;059;NORD;0593812Y;ECOLE PRIMAIRE PRIVEE SAINT CHARLES SAINTE MARIE;59299;HEM;privé sous contrat;88.8
2019-2020;LILLE;059;NORD;0593814A;ECOLE PRIMAIRE PRIVEE SAINT ANDRE;59317;HOUPLINES;privé sous contrat;93.3
2019-2020;LILLE;059;NORD;0593833W;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA PAIX;59350;LILLE;privé sous contrat;132.6
2019-2020;LILLE;059;NORD;0593853T;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;59578;STEENBECQUE;privé sous contrat;121.4
2019-2020;LILLE;059;NORD;0593854U;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;59598;TOUFFLERS;privé sous contrat;131.1
2019-2020;LILLE;059;NORD;0593855V;ECOLE PRIMAIRE PRIVEE ND DES PETITS ET DE LA CONSOLATION;59599;TOURCOING;privé sous contrat;94.8
2019-2020;LILLE;059;NORD;0593862C;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LA MARLIERE;59599;TOURCOING;privé sous contrat;91.3
2019-2020;LILLE;059;NORD;0593864E;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;59599;TOURCOING;privé sous contrat;84.1
2019-2020;LILLE;059;NORD;0593870L;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59606;VALENCIENNES;privé sous contrat;118.0
2019-2020;LILLE;059;NORD;0593915K;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59419;MOUCHIN;privé sous contrat;126.6
2019-2020;LILLE;059;NORD;0593922T;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU SACRE COEUR;59479;QUAROUBLE;privé sous contrat;102.8
2019-2020;LILLE;059;NORD;0593938K;ECOLE PRIMAIRE PRIVEE CHARLES DE FOUCAULD;59512;ROUBAIX;privé sous contrat;69.8
2019-2020;LILLE;059;NORD;0593959H;ECOLE PRIMAIRE PRIVEE SAINT DENIS;59350;LILLE;privé sous contrat;137.8
2019-2020;LILLE;059;NORD;0593964N;ECOLE PRIMAIRE PRIVEE THERESE D AVILA;59350;LILLE;privé sous contrat;145.2
2019-2020;LILLE;059;NORD;0593970V;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59352;LINSELLES;privé sous contrat;127.0
2019-2020;LILLE;059;NORD;0593974Z;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59359;LOON PLAGE;privé sous contrat;98.0
2019-2020;LILLE;059;NORD;0593978D;ECOLE PRIMAIRE PRIVEE SAINTE GENEVIEVE;59368;LA MADELEINE;privé sous contrat;133.9
2019-2020;LILLE;059;NORD;0593982H;ECOLE PRIMAIRE PRIVEE SAINT AIGNAN;59378;MARCQ EN BAROEUL;privé sous contrat;143.5
2019-2020;LILLE;059;NORD;0594001D;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;59183;DUNKERQUE;privé sous contrat;113.8
2019-2020;LILLE;059;NORD;0594014T;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;59250;FOURNES EN WEPPES;privé sous contrat;134.0
2019-2020;LILLE;059;NORD;0594034P;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;59295;HAZEBROUCK;privé sous contrat;112.0
2019-2020;LILLE;059;NORD;0594043Z;ECOLE PRIMAIRE PRIVEE SAINTE BERNADETTE;59324;JEUMONT;privé sous contrat;84.2
2019-2020;LILLE;059;NORD;0594044A;ECOLE PRIMAIRE PRIVEE SAINT FRANCOIS;59421;MOUVAUX;privé sous contrat;112.0
2019-2020;LILLE;059;NORD;0594054L;ECOLE PRIMAIRE PRIVEE SAINTE THERESE DE L ENFANT JESUS;59481;LE QUESNOY;privé sous contrat;126.5
2019-2020;LILLE;059;NORD;0594063W;ECOLE PRIMAIRE PRIVEE SAINT ROCH;59508;RONCQ;privé sous contrat;117.4
2019-2020;LILLE;059;NORD;0594066Z;ECOLE PRIMAIRE PRIVEE JEANNE D ARC;59512;ROUBAIX;privé sous contrat;142.4
2019-2020;LILLE;059;NORD;0594069C;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59512;ROUBAIX;privé sous contrat;78.3
2019-2020;LILLE;059;NORD;0594085V;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59535;SAINT JANS CAPPEL;privé sous contrat;121.9
2019-2020;LILLE;059;NORD;0594096G;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU JOYEL;59590;THIENNES;privé sous contrat;87.5
2019-2020;LILLE;059;NORD;0594097H;ECOLE PRIMAIRE PRIVEE SAINTE CLOTILDE;59599;TOURCOING;privé sous contrat;70.8
2019-2020;LILLE;059;NORD;0594115C;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;59599;TOURCOING;privé sous contrat;94.4
2019-2020;LILLE;059;NORD;0594120H;ECOLE PRIMAIRE PRIVEE NOTRE DAME;59606;VALENCIENNES;privé sous contrat;126.9
2019-2020;LILLE;059;NORD;0594122K;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59611;VERLINGHEM;privé sous contrat;128.7
2019-2020;LILLE;059;NORD;0594127R;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59624;VILLERS OUTREAUX;privé sous contrat;103.3
2019-2020;LILLE;059;NORD;0594129T;ECOLE PRIMAIRE PRIVEE SAINT VAAST ROBERSART;59636;WAMBRECHIES;privé sous contrat;124.2
2019-2020;LILLE;059;NORD;0594175T;ECOLE PRIMAIRE JOLIOT CURIE;59037;AVESNES LES AUBERT;public;82.6
2019-2020;LILLE;059;NORD;0594178W;ECOLE PRIMAIRE SEVIGNE;59094;BOURBOURG;public;83.6
2019-2020;LILLE;059;NORD;0594180Y;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;59136;LE CATEAU CAMBRESIS;public;83.9
2019-2020;LILLE;059;NORD;0594184C;ECOLE PRIMAIRE FRANCOIS PIERRARD;59185;ECAILLON;public;107.4
2019-2020;LILLE;059;NORD;0594195P;ECOLE PRIMAIRE DU BOURG;59317;HOUPLINES;public;106.1
2019-2020;LILLE;059;NORD;0594200V;ECOLE PRIMAIRE LAMARTINE BLANCHE NEIGE;59392;MAUBEUGE;public;69.7
2019-2020;LILLE;059;NORD;0594211G;ECOLE PRIMAIRE JOLIOT CURIE;59569;SIN LE NOBLE;public;76.7
2019-2020;LILLE;059;NORD;0594217N;ECOLE PRIMAIRE JEAN JAURES (32 RUE GITTINGER);59183;DUNKERQUE;public;86.4
2019-2020;LILLE;059;NORD;0594264P;ECOLE PRIMAIRE DES TILLEULS;59227;FENAIN;public;80.6
2019-2020;LILLE;059;NORD;0594325F;GROUPE SCOLAIRE DENIES;59291;HAUTMONT;public;72.7
2019-2020;LILLE;059;NORD;0594376L;ECOLE PRIMAIRE PASTEUR;59670;DON;public;110.1
2019-2020;LILLE;059;NORD;0594461D;ECOLE PRIMAIRE JEAN ROSTAND;59165;CUINCY;public;90.2
2019-2020;LILLE;059;NORD;0594471P;ECOLE PRIMAIRE KLEBER;59183;DUNKERQUE;public;109.4
2019-2020;LILLE;059;NORD;0594476V;ECOLE PRIMAIRE MARCEL PAGNOL;59299;HEM;public;87.8
2019-2020;LILLE;059;NORD;0594480Z;ECOLE PRIMAIRE LUCIE AUBRAC;59421;MOUVAUX;public;117.9
2019-2020;LILLE;059;NORD;0594481A;ECOLE PRIMAIRE HENRI MATISSE;59447;ONNAING;public;79.1
2019-2020;LILLE;059;NORD;0594555F;ECOLE PRIMAIRE ROUSSEAU MME BRUNSCHVICG;59350;LILLE;public;108.3
2019-2020;LILLE;059;NORD;0594561M;ECOLE PRIMAIRE EPINETTE 1 PIERRE CORNEILLE;59392;MAUBEUGE;public;67.2
2019-2020;LILLE;059;NORD;0594575C;ECOLE PRIMAIRE LEON JOUHAUX;59350;LILLE;public;85.4
2019-2020;LILLE;059;NORD;0594588S;ECOLE PRIMAIRE ALBERT GORIS;59137;CATILLON SUR SAMBRE;public;84.2
2019-2020;LILLE;059;NORD;0594592W;ECOLE PRIMAIRE JULES COPIN;59194;ENGLEFONTAINE;public;94.8
2019-2020;LILLE;059;NORD;0594595Z;ECOLE PRIMAIRE LAMARTINE;59220;FACHES THUMESNIL;public;83.6
2019-2020;LILLE;059;NORD;0594600E;ECOLE PRIMAIRE;59411;MONS EN PEVELE;public;122.3
2019-2020;LILLE;059;NORD;0594602G;ECOLE PRIMAIRE JACQUES YVES COUSTEAU;59445;OHAIN;public;96.8
2019-2020;LILLE;059;NORD;0594605K;ECOLE PRIMAIRE GUY MOLLET;59507;RONCHIN;public;97.8
2019-2020;LILLE;059;NORD;0594691D;GROUPE SCOLAIRE LE PETIT PRINCE;59286;HAUBOURDIN;public;99.6
2019-2020;LILLE;059;NORD;0594692E;ECOLE PRIMAIRE;59313;HORDAIN;public;104.6
2019-2020;LILLE;059;NORD;0594705U;ECOLE PRIMAIRE MARCEL PAGNOL;59378;MARCQ EN BAROEUL;public;129.3
2019-2020;LILLE;059;NORD;0594850B;ECOLE PRIMAIRE;59430;NEUVILLY;public;75.6
2019-2020;LILLE;059;NORD;0594852D;ECOLE PRIMAIRE ANATOLE FRANCE;59183;DUNKERQUE;public;81.2
2019-2020;LILLE;059;NORD;0594859L;ECOLE PRIMAIRE PRIVEE LACORDAIRE;59426;NEUVILLE EN FERRAIN;privé sous contrat;121.7
2019-2020;LILLE;059;NORD;0594905L;GROUPE SCOLAIRE JEAN BAPTISTE CARPEAUX;59014;ANZIN;public;67.1
2019-2020;LILLE;059;NORD;0594915X;ECOLE PRIMAIRE RENE COTY;59122;CAMBRAI;public;90.0
2019-2020;LILLE;059;NORD;0594923F;ECOLE PRIMAIRE BARBUSSE;59179;DOUCHY LES MINES;public;81.7
2019-2020;LILLE;059;NORD;0594930N;ECOLE PRIMAIRE LOUIS CORDONNIER;59286;HAUBOURDIN;public;99.6
2019-2020;LILLE;059;NORD;0594940Z;ECOLE PRIMAIRE NELSON MANDELA;59365;LOUVROIL;public;72.1
2019-2020;LILLE;059;NORD;0594949J;ECOLE PRIMAIRE;59382;MARETZ;public;85.2
2019-2020;LILLE;059;NORD;0594952M;ECOLE PRIMAIRE MARCEL DHOT;59393;MAULDE;public;112.9
2019-2020;LILLE;059;NORD;0594957T;ECOLE PRIMAIRE;59455;PAILLENCOURT;public;110.5
2019-2020;LILLE;059;NORD;0594964A;ECOLE PRIMAIRE LACORRE FERRY;59507;RONCHIN;public;99.4
