Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2018-2019;LILLE;059;NORD;0593880X;ECOLE PRIMAIRE PRIVEE SAINT EDMOND;59646;WASQUEHAL;privé sous contrat;128.6
2018-2019;LILLE;059;NORD;0593895N;ECOLE PRIMAIRE PRIVEE SAINTE GERMAINE;59358;LOOBERGHE;privé sous contrat;99.0
2018-2019;LILLE;059;NORD;0593897R;ECOLE PRIMAIRE PRIVEE SAINT VINCENT;59360;LOOS;privé sous contrat;111.8
2018-2019;LILLE;059;NORD;0593953B;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59350;LILLE;privé sous contrat;87.1
2018-2019;LILLE;059;NORD;0593959H;ECOLE PRIMAIRE PRIVEE SAINT DENIS;59350;LILLE;privé sous contrat;136.4
2018-2019;LILLE;059;NORD;0593968T;ECOLE PRIMAIRE PRIVEE SAINTE ANNE SAINT JOACHIM;59350;LILLE;privé sous contrat;123.5
2018-2019;LILLE;059;NORD;0593971W;ECOLE PRIMAIRE PRIVEE DOMINIQUE SAVIO;59350;LILLE;privé sous contrat;108.3
2018-2019;LILLE;059;NORD;0593996Y;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;59071;BERSEE;privé sous contrat;129.0
2018-2019;LILLE;059;NORD;0594000C;ECOLE PRIMAIRE PRIVEE LOUISE JONGLEZ;59180;LE DOULIEU;privé sous contrat;124.2
2018-2019;LILLE;059;NORD;0594030K;ECOLE PRIMAIRE PRIVEE LA SAGESSE ST MICHEL;59286;HAUBOURDIN;privé sous contrat;108.2
2018-2019;LILLE;059;NORD;0594063W;ECOLE PRIMAIRE PRIVEE SAINT ROCH;59508;RONCQ;privé sous contrat;113.4
2018-2019;LILLE;059;NORD;0594067A;ECOLE PRIMAIRE PRIVEE MARIE AUXILIATRICE;59512;ROUBAIX;privé sous contrat;94.1
2018-2019;LILLE;059;NORD;0594086W;ECOLE PRIMAIRE PRIVEE SACRE COEUR;59183;DUNKERQUE;privé sous contrat;93.2
2018-2019;LILLE;059;NORD;0594107U;ECOLE PRIMAIRE JULES GUESDE;59512;ROUBAIX;public;75.6
2018-2019;LILLE;059;NORD;0594108V;ECOLE PRIMAIRE PRIVEE CATHOLIQUE FRANCOISE DOLTO;59599;TOURCOING;privé sous contrat;81.1
2018-2019;LILLE;059;NORD;0594115C;ECOLE PRIMAIRE PRIVEE SAINT PIERRE;59599;TOURCOING;privé sous contrat;91.7
2018-2019;LILLE;059;NORD;0594118F;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59524;SAINGHIN EN WEPPES;privé sous contrat;124.6
2018-2019;LILLE;059;NORD;0594127R;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;59624;VILLERS OUTREAUX;privé sous contrat;103.5
2018-2019;LILLE;059;NORD;0594176U;ECOLE PRIMAIRE;59057;BEAUDIGNIES;public;115.8
2018-2019;LILLE;059;NORD;0594186E;ECOLE PRIMAIRE CENTRE;59207;ESCAUTPONT;public;78.0
2018-2019;LILLE;059;NORD;0594212H;ECOLE PRIMAIRE PAUL LANGEVIN;59569;SIN LE NOBLE;public;90.8
2018-2019;LILLE;059;NORD;0594215L;ECOLE PRIMAIRE LEON MARLOT;59512;ROUBAIX;public;77.0
2018-2019;LILLE;059;NORD;0594242R;ECOLE PRIMAIRE;59588;TETEGHEM COUDEKERQUE VILLAGE;public;122.0
2018-2019;LILLE;059;NORD;0594247W;ECOLE PRIMAIRE;59604;TROISVILLES;public;79.5
2018-2019;LILLE;059;NORD;0594267T;ECOLE PRIMAIRE JEAN MONNET;59581;STEENWERCK;public;114.5
2018-2019;LILLE;059;NORD;0594268U;ECOLE PRIMAIRE;59025;AUBERS;public;111.3
2018-2019;LILLE;059;NORD;0594320A;ECOLE PRIMAIRE BLAISE PASCAL 8;59271;GRANDE SYNTHE;public;80.2
2018-2019;LILLE;059;NORD;0594352K;ECOLE PRIMAIRE;59624;VILLERS OUTREAUX;public;67.1
2018-2019;LILLE;059;NORD;0594367B;ECOLE PRIMAIRE PIERRE DUEZ;59290;HAUT LIEU;public;104.3
2018-2019;LILLE;059;NORD;0594466J;ECOLE PRIMAIRE;59075;BETHENCOURT;public;87.3
2018-2019;LILLE;059;NORD;0594470N;ECOLE PRIMAIRE VERLAINE;59271;GRANDE SYNTHE;public;68.3
2018-2019;LILLE;059;NORD;0594471P;ECOLE PRIMAIRE KLEBER;59183;DUNKERQUE;public;108.0
2018-2019;LILLE;059;NORD;0594487G;ECOLE PRIMAIRE SUZANNE LANOY;59571;SOLESMES;public;73.2
2018-2019;LILLE;059;NORD;0594488H;ECOLE PRIMAIRE MARIE CURIE;59574;SOMAIN;public;90.2
2018-2019;LILLE;059;NORD;0594490K;ECOLE PRIMAIRE DESCARTES;59599;TOURCOING;public;74.6
2018-2019;LILLE;059;NORD;0594491L;ECOLE PRIMAIRE JOLIOT CURIE;59616;VIEUX CONDE;public;74.2
2018-2019;LILLE;059;NORD;0594493N;ECOLE PRIMAIRE PRIVEE RENE BONPAIN;59271;GRANDE SYNTHE;privé sous contrat;77.1
2018-2019;LILLE;059;NORD;0594555F;ECOLE PRIMAIRE ROUSSEAU MME BRUNSCHVICG;59350;LILLE;public;108.2
2018-2019;LILLE;059;NORD;0594559K;ECOLE PRIMAIRE LES LONGS PRES;59365;LOUVROIL;public;59.3
2018-2019;LILLE;059;NORD;0594588S;ECOLE PRIMAIRE ALBERT GORIS;59137;CATILLON SUR SAMBRE;public;88.5
2018-2019;LILLE;059;NORD;0594601F;ECOLE PRIMAIRE ARTHUR CORNETTE;59431;NIEPPE;public;108.0
2018-2019;LILLE;059;NORD;0594603H;ECOLE PRIMAIRE ROBERT ANSELIN;59452;OSTRICOURT;public;73.6
2018-2019;LILLE;059;NORD;0594619A;ECOLE PRIMAIRE OSCAR LAMY;59156;COURCHELETTES;public;93.4
2018-2019;LILLE;059;NORD;0594678P;ECOLE PRIMAIRE MAXENCE VAN DER MEERSCH;59090;BONDUES;public;129.7
2018-2019;LILLE;059;NORD;0594682U;ECOLE PRIMAIRE JEANNE GEORG;59178;DOUAI;public;89.3
2018-2019;LILLE;059;NORD;0594692E;ECOLE PRIMAIRE;59313;HORDAIN;public;106.2
2018-2019;LILLE;059;NORD;0594694G;ECOLE PRIMAIRE;59349;LIGNY EN CAMBRESIS;public;85.5
2018-2019;LILLE;059;NORD;0594705U;ECOLE PRIMAIRE MARCEL PAGNOL;59378;MARCQ EN BAROEUL;public;129.2
2018-2019;LILLE;059;NORD;0594707W;GROUPE SCOLAIRE DU CHAMP FLEURI;59390;MASNY;public;75.4
2018-2019;LILLE;059;NORD;0594717G;ECOLE PRIMAIRE;59474;PRISCHES;public;90.3
2018-2019;LILLE;059;NORD;0594908P;ECOLE PRIMAIRE ANNE GODEAU;59041;BACHANT;public;86.4
2018-2019;LILLE;059;NORD;0594947G;ECOLE PRIMAIRE;59384;MAROILLES;public;95.2
2018-2019;LILLE;059;NORD;0594983W;ECOLE PRIMAIRE HENRI MATISSE;59629;VRED;public;105.8
2018-2019;LILLE;059;NORD;0595033A;ECOLE PRIMAIRE JEAN MACE;59330;LANDAS;public;123.7
2018-2019;LILLE;059;NORD;0595041J;ECOLE PRIMAIRE ADOLPHE DUTOIT;59560;SECLIN;public;70.4
2018-2019;LILLE;059;NORD;0595223G;ECOLE PRIMAIRE ALBERT CAMUS;59009;VILLENEUVE D ASCQ;public;108.4
2018-2019;LILLE;059;NORD;0595232S;ECOLE PRIMAIRE GEORGES BRASSENS;59112;BRUAY SUR L ESCAUT;public;68.0
2018-2019;LILLE;059;NORD;0595234U;ECOLE PRIMAIRE;59166;CURGIES;public;106.7
2018-2019;LILLE;059;NORD;0595244E;ECOLE PRIMAIRE AIME CESAIRE;59545;SAINT SOUPLET;public;76.0
2018-2019;LILLE;059;NORD;0595247H;ECOLE PRIMAIRE FELIX BOSCHAT;59260;GHYVELDE;public;92.8
2018-2019;LILLE;059;NORD;0595249K;ECOLE PRIMAIRE OSVALD CUVELIER;59231;FERRIERE LA PETITE;public;86.6
2018-2019;LILLE;059;NORD;0595319L;ECOLE PRIMAIRE JACQUES PREVERT 15;59009;VILLENEUVE D ASCQ;public;127.5
2018-2019;LILLE;059;NORD;0595375X;ECOLE PRIMAIRE DU TERNE;59659;WIGNEHIES;public;78.8
2018-2019;LILLE;059;NORD;0595502K;ECOLE PRIMAIRE CELESTIN FREINET;59271;GRANDE SYNTHE;public;80.1
2018-2019;LILLE;059;NORD;0595505N;ECOLE PRIMAIRE JULES VERNE NIVEAU 2;59560;SECLIN;public;107.7
2018-2019;LILLE;059;NORD;0595606Y;ECOLE PRIMAIRE CHARLES DE COSTER;59043;BAILLEUL;public;96.8
2018-2019;LILLE;059;NORD;0595655B;ECOLE PRIMAIRE PAUL BERT;59599;TOURCOING;public;68.0
2018-2019;LILLE;059;NORD;0595676Z;ECOLE PRIMAIRE JACQUES BREL;59271;GRANDE SYNTHE;public;76.9
2018-2019;LILLE;059;NORD;0595938J;ECOLE PRIMAIRE VOLTAIRE DIDEROT;59512;ROUBAIX;public;65.4
2018-2019;LILLE;059;NORD;0595939K;ECOLE PRIMAIRE ESPACE EDUCATIF PIERRE SION;59577;STAPLE;public;96.5
2018-2019;LILLE;059;NORD;0595978C;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;59239;FLINES LEZ RACHES;privé sous contrat;126.1
2018-2019;LILLE;059;NORD;0595981F;ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION;59560;SECLIN;privé sous contrat;129.2
2018-2019;LILLE;059;NORD;0596001C;ECOLE PRIMAIRE LES ASTURIES;59028;AUBY;public;69.1
2018-2019;LILLE;059;NORD;0596009L;ECOLE PRIMAIRE TILLEULS SOLITUDE;59178;DOUAI;public;69.3
2018-2019;LILLE;059;NORD;0596107T;ECOLE PRIMAIRE LES OBEAUX;59090;BONDUES;public;122.3
2018-2019;LILLE;059;NORD;0596116C;ECOLE PRIMAIRE PRIVEE SAINT VINCENT DE PAUL;59350;LILLE;privé sous contrat;87.3
2018-2019;LILLE;059;NORD;0596204Y;ECOLE PRIMAIRE LOUIS ARAGON;59038;AVESNES LE SEC;public;96.6
2018-2019;LILLE;059;NORD;0596208C;ECOLE PRIMAIRE FRANCOIS LAUNAY;59350;LILLE;public;66.1
2018-2019;LILLE;059;NORD;0596305H;ECOLE PRIMAIRE PRIVEE SAINT AUGUSTIN;59512;ROUBAIX;privé sous contrat;68.7
2018-2019;LILLE;059;NORD;0596306J;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;59599;TOURCOING;privé sous contrat;89.4
2018-2019;LILLE;059;NORD;0596361U;ECOLE ELEMENTAIRE JULES GUESDE;59028;AUBY;public;80.1
2018-2019;LILLE;059;NORD;0596367A;ECOLE ELEMENTAIRE EMILIE CARLES;59129;CAPPELLE EN PEVELE;public;131.3
2018-2019;LILLE;059;NORD;0596377L;ECOLE ELEMENTAIRE DENIS PAPIN;59178;DOUAI;public;78.3
2018-2019;LILLE;059;NORD;0596401M;ECOLE ELEMENTAIRE LA FONTAINE;59122;CAMBRAI;public;73.6
2018-2019;LILLE;059;NORD;0596402N;ECOLE ELEMENTAIRE CESAR DEWASMES;59301;HERGNIES;public;97.1
2018-2019;LILLE;059;NORD;0596459A;ECOLE ELEMENTAIRE PRIVEE SAINT FRANCOIS;59508;RONCQ;privé sous contrat;118.7
2018-2019;LILLE;059;NORD;0596497S;ECOLE ELEMENTAIRE DE LA CITE;59064;BELLAING;public;109.1
2018-2019;LILLE;059;NORD;0596507C;ECOLE ELEMENTAIRE PABLO PICASSO;59009;VILLENEUVE D ASCQ;public;119.9
2018-2019;LILLE;059;NORD;0596526Y;ECOLE PRIMAIRE JOLIOT CURIE;59221;FAMARS;public;114.8
2018-2019;LILLE;059;NORD;0596530C;GROUPE SCOLAIRE EUROPEEN LAMARTINE;59426;NEUVILLE EN FERRAIN;public;105.2
2018-2019;LILLE;059;NORD;0596531D;GROUPE SCOLAIRE AMBROISE PARE;59426;NEUVILLE EN FERRAIN;public;109.7
2018-2019;LILLE;059;NORD;0596544T;ECOLE PRIMAIRE DU PARC;59143;LA CHAPELLE D ARMENTIERES;public;116.5
2018-2019;LILLE;059;NORD;0596545U;ECOLE ELEMENTAIRE FRANCISCO FERRER;59271;GRANDE SYNTHE;public;88.7
2018-2019;LILLE;059;NORD;0596546V;ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN;59136;LE CATEAU CAMBRESIS;public;86.0
2018-2019;LILLE;059;NORD;0596547W;ECOLE ELEMENTAIRE ROGER SALENGRO;59329;LAMBRES LEZ DOUAI;public;113.0
2018-2019;LILLE;059;NORD;0596605J;ECOLE ELEMENTAIRE PUBLIQUE RAMEAU;59009;VILLENEUVE D ASCQ;public;67.1
2018-2019;LILLE;059;NORD;0596640X;ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE LA BRUYERE;59220;FACHES THUMESNIL;public;96.0
2018-2019;LILLE;059;NORD;0596652K;ECOLE ELEMENTAIRE PUBLIQUE OMER OLLIVIER;59143;LA CHAPELLE D ARMENTIERES;public;89.9
2018-2019;LILLE;059;NORD;0596679P;GROUPE SCOLAIRE CHARLES PERRAULT;59456;PECQUENCOURT;public;67.2
2018-2019;LILLE;059;NORD;0596680R;GROUPE SCOLAIRE PUBLIC LAMARTINE;59273;GRAVELINES;public;71.9
2018-2019;LILLE;059;NORD;0596863P;ECOLE ELEMENTAIRE PUBLIQUE EDMOND ROSTAND;59512;ROUBAIX;public;77.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0622511T;ECOLE PRIMAIRE PRIVEE JEAN BOSCO;62397;GUINES;privé sous contrat;84.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622544D;ECOLE PRIMAIRE;62236;CONTES;public;94.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0622557T;ECOLE PRIMAIRE FREDERIC JOLIOT CURIE;62340;FLORINGHEM;public;106.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622587A;ECOLE PRIMAIRE PRIVEE IMMACULEE CONCEPTION;62765;SAINT OMER;privé sous contrat;120.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622592F;ECOLE PRIMAIRE PRIVEE SAINT WULMER;62773;SAMER;privé sous contrat;97.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622601R;ECOLE PRIMAIRE PRIVEE SACRE COEUR;62014;AIRE SUR LA LYS;privé sous contrat;109.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622638F;ECOLE PRIMAIRE PRIVEE NOTRE DAME DE LOURDES;62468;HUMIERES;privé sous contrat;112.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0622648S;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62595;MOULLE;privé sous contrat;114.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622650U;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;62279;DUISANS;privé sous contrat;127.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622664J;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;62502;LESTREM;privé sous contrat;119.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622673U;ECOLE PRIMAIRE PRIVEE SAINTE THERESE;62612;NEUVIREUIL;privé sous contrat;115.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622680B;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62652;PERNES;privé sous contrat;113.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622714N;ECOLE PRIMAIRE PRIVEE LES LOUEZ DIEU;62041;ARRAS;privé sous contrat;118.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622730F;ECOLE PRIMAIRE PRIVEE SAINT PATRICK;62160;BOULOGNE SUR MER;privé sous contrat;79.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0622731G;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;62164;BOURLON;privé sous contrat;108.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622733J;ECOLE PRIMAIRE PRIVEE NOTRE DAME;62193;CALAIS;privé sous contrat;111.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622734K;ECOLE PRIMAIRE PRIVEE SACRE COEUR;62193;CALAIS;privé sous contrat;78.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622746Y;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;62244;COULOGNE;privé sous contrat;101.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0622748A;ECOLE PRIMAIRE PRIVEE SAINTE FLORINE;62276;DOUVRIN;privé sous contrat;110.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622763S;ECOLE PRIMAIRE LEON BLUM;62525;LONGUENESSE;public;65.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622767W;ECOLE PRIMAIRE ROBERT TALBOT;62817;TILLOY LES MOFFLAINES;public;108.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0622815Y;ECOLE PRIMAIRE LIBERTE;62035;ANNEZIN;public;90.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0622817A;ECOLE PRIMAIRE JULES FERRY;62119;BETHUNE;public;83.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622818B;ECOLE PRIMAIRE LOUIS PASTEUR;62119;BETHUNE;public;73.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622830P;ECOLE PRIMAIRE EMILE BASLY;62498;LENS;public;72.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0622831R;ECOLE PRIMAIRE LINO VENTURA;62523;LOISON SOUS LENS;public;79.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0622860X;ECOLE PRIMAIRE JEAN MOULIN;62318;ETAPLES;public;81.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0622927V;ECOLE PRIMAIRE ARTHUR LAMENDIN;62528;LOOS EN GOHELLE;public;79.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0622929X;ECOLE PRIMAIRE;62683;QUOEUX HAUT MAINIL;public;84.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0622930Y;ECOLE PRIMAIRE;62712;RIVIERE;public;114.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0622954Z;ECOLE PRIMAIRE RENE MOUCHOTTE;62193;CALAIS;public;65.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0622971T;ECOLE PRIMAIRE BRACKE DESROUSSEAUX;62427;HENIN BEAUMONT;public;100.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0622982E;ECOLE PRIMAIRE CLAUDIE HAIGNERE;62744;SAINTE CATHERINE;public;113.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0622985H;ECOLE PRIMAIRE HENRI GRENIER;62764;SAINT NICOLAS;public;74.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0622992R;ECOLE PRIMAIRE;62349;FOUQUEREUIL;public;91.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623035M;ECOLE PRIMAIRE JEAN JAURES;62178;BRUAY LA BUISSIERE;public;76.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623046Z;ECOLE PRIMAIRE JACQUES PREVERT;62311;ESTEVELLES;public;102.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0623050D;ECOLE PRIMAIRE JEAN MACE;62351;FOUQUIERES LES LENS;public;73.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0623053G;ECOLE PRIMAIRE;62360;FRETHUN;public;103.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0623057L;ECOLE PRIMAIRE PAUL THELLIER CENTRE;62464;HULLUCH;public;111.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623062S;ECOLE PRIMAIRE GEORGE SAND;62525;LONGUENESSE;public;71.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0623071B;ECOLE PRIMAIRE CENTRE;62774;SANGATTE;public;117.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623150M;ECOLE ELEMENTAIRE;62310;ESSARS;public;98.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623181W;ECOLE PRIMAIRE LEVY ULLMANN PERRAULT;62902;WIZERNES;public;89.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0623215H;ECOLE PRIMAIRE JACQUES PREVERT;62718;ROEUX;public;105.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623308J;ECOLE PRIMAIRE;62571;MERLIMONT;public;104.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0623358N;ECOLE PRIMAIRE DU MOULIN;62548;MARCK;public;97.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0623361S;ECOLE PRIMAIRE JACQUES DUCLOS;62587;MONTIGNY EN GOHELLE;public;74.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0623368Z;ECOLE PRIMAIRE SUZANNE BLIN;62895;WINGLES;public;85.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623399H;ECOLE PRIMAIRE JAURES FERRY;62040;ARQUES;public;99.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0623405P;ECOLE PRIMAIRE JULES MICHELET;62119;BETHUNE;public;80.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623415A;ECOLE PRIMAIRE ANATOLE FRANCE;62048;AUCHEL;public;79.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623429R;ECOLE PRIMAIRE TRANSVAAL;62270;DIVION;public;76.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623431T;ECOLE PRIMAIRE PAUL SION;62249;COURCELLES LES LENS;public;72.1
2018-2019;LILLE;062;PAS-DE-CALAIS;0623436Y;ECOLE PRIMAIRE PAUL LANGEVIN;62457;HOUDAIN;public;92.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0623447K;ECOLE PRIMAIRE RENE CAMPHIN;62555;MARLES LES MINES;public;81.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623450N;ECOLE PRIMAIRE SADI CARNOT;62473;ISBERGUES;public;101.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623502V;ECOLE PRIMAIRE ANNE FRANK;62038;ARDRES;public;93.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0623512F;ECOLE PRIMAIRE LAMARTINE;62770;SAINT VENANT;public;104.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623520P;ECOLE PRIMAIRE JEAN DE LA FONTAINE;62126;BEUVRY;public;108.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623522S;ECOLE PRIMAIRE CONDORCET PHARE;62193;CALAIS;public;93.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0623528Y;ECOLE PRIMAIRE JULES FERRY;62848;VERQUIN;public;86.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623530A;ECOLE PRIMAIRE LOUIS PASTEUR;62400;HAILLICOURT;public;82.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0623532C;ECOLE PRIMAIRE YVES COUSTEAU;62464;HULLUCH;public;87.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623538J;ECOLE PRIMAIRE DES PETITS BOIS;62510;LIEVIN;public;75.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623548V;ECOLE PRIMAIRE FRANKLIN STEPHENSON;62193;CALAIS;public;69.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0623648D;ECOLE PRIMAIRE LEOPOLD BERNARD;62004;ACHICOURT;public;95.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0623653J;ECOLE PRIMAIRE JEAN ROSTAND;62497;LEFOREST;public;90.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623666Y;ECOLE PRIMAIRE EDOUARD VAILLANT;62643;OUTREAU;public;87.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623772N;ECOLE PRIMAIRE HENRI BARBUSSE;62413;HARNES;public;83.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0623778V;ECOLE PRIMAIRE MARCEL DOLLET;62652;PERNES;public;99.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623781Y;ECOLE PRIMAIRE LONG JARDIN;62757;SAINT MARTIN LEZ TATINGHEM;public;100.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0623813H;ECOLE PRIMAIRE;62812;THIEMBRONNE;public;80.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0623858G;ECOLE PRIMAIRE MOREL PARENT;62217;CAUCHY A LA TOUR;public;84.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0623877C;ECOLE PRIMAIRE DELY SERGENT;62894;WIMILLE;public;98.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623938U;ECOLE PRIMAIRE;62463;HUCQUELIERS;public;94.8
2018-2019;LILLE;062;PAS-DE-CALAIS;0623939V;ECOLE PRIMAIRE FRANCE PASTEUR;62563;MAZINGARBE;public;73.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0623956N;ECOLE PRIMAIRE PIERRE MENDES FRANCE;62440;HERMIES;public;93.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623978M;ECOLE PRIMAIRE DU CENTRE;62525;LONGUENESSE;public;103.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0623992C;ECOLE PRIMAIRE ANDRE DEUVE;62034;ANNEQUIN;public;84.4
2018-2019;LILLE;062;PAS-DE-CALAIS;0624002N;ECOLE PRIMAIRE DESNOS CASANOVA;62065;AVION;public;84.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0624005S;ECOLE PRIMAIRE PUBLIQUE SUZANNE LANOY;62133;BILLY MONTIGNY;public;85.7
2018-2019;LILLE;062;PAS-DE-CALAIS;0624011Y;ECOLE PRIMAIRE ANDRE GUILBERT;62397;GUINES;public;72.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0624012Z;ECOLE PRIMAIRE ARMAND FALLIERES;62427;HENIN BEAUMONT;public;74.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0624111G;ECOLE PRIMAIRE;62042;ATHIES;public;108.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0624115L;ECOLE PRIMAIRE;62383;GOUY SOUS BELLONNE;public;111.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0624145U;ECOLE PRIMAIRE PRAIRIAL FLOREAL;62510;LIEVIN;public;67.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0624146V;ECOLE PRIMAIRE JEAN MERMOZ;62570;MERICOURT;public;68.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0624195Y;ECOLE ELEMENTAIRE JULES VERNE;62498;LENS;public;76.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0624198B;ECOLE ELEMENTAIRE LES ERABLES;62540;MAISNIL LES RUITZ;public;101.3
2018-2019;LILLE;062;PAS-DE-CALAIS;0624227H;ECOLE ELEMENTAIRE FEMELAND DEZOTEUX;62160;BOULOGNE SUR MER;public;92.6
2018-2019;LILLE;062;PAS-DE-CALAIS;0620460N;ECOLE PRIMAIRE D APPLICATION ANATOLE FRANCE;62041;ARRAS;public;77.2
2018-2019;LILLE;062;PAS-DE-CALAIS;0620530P;ECOLE PRIMAIRE;62515;LIGNY THILLOY;public;92.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0620553P;ECOLE PRIMAIRE JEAN MOULIN;62493;LEBUCQUIERE;public;93.0
2018-2019;LILLE;062;PAS-DE-CALAIS;0620626U;ECOLE PRIMAIRE;62728;RUMAUCOURT;public;92.5
2018-2019;LILLE;062;PAS-DE-CALAIS;0620679B;ECOLE PRIMAIRE CAMILLE COROT;62279;DUISANS;public;120.9
2018-2019;LILLE;062;PAS-DE-CALAIS;0620687K;ECOLE PRIMAIRE JEAN YVES COUSTEAU;62714;ROCLINCOURT;public;126.2
