Rentrée scolaire;Code région;Région;Code de l'académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;num_ligne
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62235;CONDETTE;0622745X;ECOLE PRIMAIRE PRIVEE NOTRE DAME DU ROSAIRE;privé sous contrat;126.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51470.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62244;COULOGNE;0622746Y;ECOLE PRIMAIRE PRIVEE SAINTE ANNE;privé sous contrat;120;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51471.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0622747Z;ECOLE PRIMAIRE PRIVEE CLAIR ACCUEIL;privé sous contrat;113.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51472.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62276;DOUVRIN;0622748A;ECOLE PRIMAIRE PRIVEE SAINTE FLORINE;privé sous contrat;113.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51473.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62684;RACQUINGHEM;0622759M;ECOLE PRIMAIRE;public;92.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51474.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0622763S;ECOLE PRIMAIRE LEON BLUM;public;70.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51475.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62817;TILLOY LES MOFFLAINES;0622767W;GROUPE SCOLAIRE TALBOT PREVERT;public;108.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51476.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62734;SAILLY EN OSTREVENT;0622778H;ECOLE PRIMAIRE JULES JAMBART;public;107.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51477.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62451;HEUCHIN;0622780K;ECOLE PRIMAIRE RPI 115;public;NS;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51478.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62035;ANNEZIN;0622815Y;ECOLE ELEMENTAIRE LIBERTE;public;93.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51479.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62099;BEAURAINS;0622816Z;ECOLE PRIMAIRE JEAN MOULIN;public;100.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51480.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622817A;ECOLE PRIMAIRE JULES FERRY;public;88.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51481.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0622818B;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;76.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51482.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62250;COURRIERES;0622825J;ECOLE ELEMENTAIRE JEAN MOULIN;public;107.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51483.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0622826K;ECOLE PRIMAIRE RENE GOSCINNY;public;90.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51484.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62448;HESDIN L ABBE;0622828M;ECOLE PRIMAIRE LE VERT GINIAU BLANCHE NEIGE;public;107.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51485.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0622830P;ECOLE ELEMENTAIRE EMILE BASLY;public;77.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51486.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62523;LOISON SOUS LENS;0622831R;ECOLE ELEMENTAIRE LINO VENTURA;public;86.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51487.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62569;MERCK SAINT LIEVIN;0622833T;ECOLE PRIMAIRE;public;88.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51488.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62643;OUTREAU;0622835V;ECOLE PRIMAIRE ROGER SALENGRO;public;94.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51489.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62753;SAINT LAURENT BLANGY;0622837X;ECOLE PRIMAIRE DU PETIT PONT DE BOIS LENGLET VIVOT;public;98.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51490.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62755;SAINT LEONARD;0622839Z;ECOLE ELEMENTAIRE AURORE;public;114.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51491.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62847;VERQUIGNEUL;0622844E;ECOLE PRIMAIRE MARIE PAUL ARMAND;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51492.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62753;SAINT LAURENT BLANGY;0622847H;ECOLE PRIMAIRE PAUL LANGEVIN;public;92.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51493.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62041;ARRAS;0622851M;ECOLE PRIMAIRE HERRIOT VIART;public;81;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51494.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62318;ETAPLES;0622860X;ECOLE ELEMENTAIRE JEAN MOULIN;public;81.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51495.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62331;FEUCHY;0622861Y;ECOLE PRIMAIRE JOEL COUVREUR;public;92.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51496.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0622891F;ECOLE PRIMAIRE BASSE MELDYCK;public;89.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51497.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62170;BOUVIGNY BOYEFFLES;0622897M;ECOLE ELEMENTAIRE PIERRE CURIE;public;106.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51498.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62893;WIMEREUX;0622905W;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;95.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51499.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62626;NOYELLES LES VERMELLES;0622906X;ECOLE PRIMAIRE PIERRE BAUDEL;public;98.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51500.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62403;HALLINES;0622910B;ECOLE PRIMAIRE FERRY BREL;public;89.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51501.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0622911C;ECOLE PRIMAIRE ALPHONSE DE LAMARTINE;public;83.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51502.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62065;AVION;0622914F;ECOLE ELEMENTAIRE FELIX CADRAS;public;88.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51503.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0622915G;ECOLE PRIMAIRE ANDRE CHENIER;public;94.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51504.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62197;CAMBLAIN CHATELAIN;0622918K;ECOLE ELEMENTAIRE ROGER SALENGRO;public;92.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51505.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62141;BLESSY;0622920M;ECOLE PRIMAIRE;public;102.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51506.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62400;HAILLICOURT;0622923R;ECOLE ELEMENTAIRE EMILE BASLY;public;81.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51507.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0622925T;ECOLE ELEMENTAIRE MARIE LIETARD;public;69.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51508.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62528;LOOS EN GOHELLE;0622927V;ECOLE ELEMENTAIRE ARTHUR LAMENDIN;public;87.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51509.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62683;QUOEUX HAUT MAINIL;0622929X;ECOLE ELEMENTAIRE RPI 21;public;95.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51510.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62712;RIVIERE;0622930Y;ECOLE PRIMAIRE;public;112.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51511.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62721;ROQUETOIRE;0622931Z;GROUPE SCOLAIRE MARTIN LUTHER KING;public;105.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51512.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62037;ANZIN SAINT AUBIN;0622953Y;ECOLE ELEMENTAIRE LUCIE AUBRAC;public;125;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51513.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0622954Z;ECOLE PRIMAIRE MOUCHOTTE GAGARINE;public;72.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51514.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62194;CALONNE RICOUART;0622956B;ECOLE PRIMAIRE HENRI BARBUSSE;public;75.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51515.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62295;ENQUIN LEZ GUINEGATTE;0622961G;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE RPC DE L HERMITAGE DE ENQUIN LEZ GUINEGATTE;public;98.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51516.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62359;FRESSIN;0622963J;ECOLE PRIMAIRE RPI 40;public;95.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51517.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62386;GRENAY;0622964K;ECOLE ELEMENTAIRE FERDINAND BUISSON;public;78;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51518.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62401;HAISNES;0622967N;ECOLE PRIMAIRE CITE PAPILLON;public;97;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51519.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62401;HAISNES;0622968P;ECOLE ELEMENTAIRE PIERRE PERRET;public;72.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51520.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622970S;ECOLE PRIMAIRE JEAN JACQUES ROUSSEAU;public;86.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51521.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622971T;ECOLE PRIMAIRE BRACKE DESROUSSEAUX;public;107.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51522.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62549;MARCONNE;0622974W;ECOLE PRIMAIRE DE LA FONTAINE;public;86;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51523.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62557;MAROEUIL;0622976Y;ECOLE PRIMAIRE FRANCOISE DOLTO;public;114.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51524.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62583;MONDICOURT;0622979B;ECOLE PRIMAIRE RPI 61;public;NS;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51525.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62656;PIHEM;0622981D;ECOLE PRIMAIRE JACQUES BREL;public;105.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51526.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62744;SAINTE CATHERINE;0622982E;ECOLE ELEMENTAIRE CLAUDIE HAIGNERE;public;121;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51527.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62764;SAINT NICOLAS;0622984G;ECOLE PRIMAIRE HENRI GRENIER;public;82.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51528.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62846;VERMELLES;0622986J;ECOLE PRIMAIRE JULES ANDRIEU;public;86.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51529.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62001;ABLAIN SAINT NAZAIRE;0622990N;ECOLE PRIMAIRE DES VERTS MONTS;public;113;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51530.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62038;ARDRES;0622991P;ECOLE ELEMENTAIRE PIERRE ET MARIE CURIE;public;94.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51531.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62349;FOUQUEREUIL;0622992R;ECOLE PRIMAIRE;public;106.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51532.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0622993S;ECOLE PRIMAIRE ACHILLE BREUVAL;public;80.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51533.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62784;SAULTY;0622994T;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE RPC DE SAULTY;public;101.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51534.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62643;OUTREAU;0623001A;ECOLE ELEMENTAIRE LES TILLEULS;public;75.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51535.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62865;VITRY EN ARTOIS;0623004D;ECOLE PRIMAIRE JEAN JAURES;public;102.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51536.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62004;ACHICOURT;0623030G;ECOLE ELEMENTAIRE LEOPOLD SEDAR SENGHOR;public;107.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51537.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62132;BILLY BERCLAU;0623034L;ECOLE ELEMENTAIRE JEAN JAURES;public;108.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51538.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623035M;ECOLE ELEMENTAIRE JEAN JAURES;public;76.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51539.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623036N;ECOLE PRIMAIRE JULES FERRY;public;69.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51540.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62239;COQUELLES;0623042V;ECOLE PRIMAIRE ABEL MOBAILLY;public;113.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51541.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0623043W;ECOLE ELEMENTAIRE NICOLAS COPERNIC;public;73.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51542.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62274;DOURGES;0623044X;ECOLE PRIMAIRE BRUNO;public;89.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51543.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62311;ESTEVELLES;0623046Z;ECOLE PRIMAIRE JACQUES PREVERT;public;103.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51544.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62351;FOUQUIERES LES LENS;0623050D;ECOLE PRIMAIRE JEAN MACE;public;83.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51545.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62360;FRETHUN;0623053G;ECOLE ELEMENTAIRE;public;107.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51546.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62376;GONNEHEM;0623054H;ECOLE PRIMAIRE JULES VERNE;public;104.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51547.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62464;HULLUCH;0623057L;ECOLE ELEMENTAIRE PAUL THELLIER CENTRE;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51548.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0623060P;ECOLE ELEMENTAIRE JACQUES PREVERT;public;85.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51549.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0623062S;ECOLE PRIMAIRE GEORGE SAND;public;76.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51550.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62764;SAINT NICOLAS;0623069Z;ECOLE PRIMAIRE CHARLES DESAVARY CONSTANT DUTILLEUX;public;107.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51551.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62774;SANGATTE;0623071B;ECOLE PRIMAIRE HUBERT LATHAM;public;120;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51552.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62757;SAINT MARTIN LEZ TATINGHEM;0623073D;ECOLE PRIMAIRE LEON BLUM;public;102.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51553.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62820;TINCQUES;0623075F;ECOLE PRIMAIRE;public;110.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51554.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0623140B;ECOLE PRIMAIRE JULES LESIEUX;public;85.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51555.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62100;BEAURAINVILLE;0623143E;ECOLE PRIMAIRE;public;89.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51556.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62277;DROCOURT;0623147J;ECOLE PRIMAIRE MAURICE THOREZ;public;73.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51557.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62291;ELEU DIT LEAUWETTE;0623149L;ECOLE ELEMENTAIRE JULES FASSIAUX;public;88.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51558.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62310;ESSARS;0623150M;ECOLE PRIMAIRE PIERRE BACHELET;public;95.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51559.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62318;ETAPLES;0623151N;ECOLE PRIMAIRE ROMBLY;public;75.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51560.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62323;FAMPOUX;0623152P;ECOLE PRIMAIRE PAUL VERLAINE;public;112.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51561.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62325;FAUQUEMBERGUES;0623153R;ECOLE PRIMAIRE;public;87.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51562.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62412;HARDINGHEN;0623155T;ECOLE PRIMAIRE RPI 159;public;94.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51563.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62643;OUTREAU;0623168G;ECOLE PRIMAIRE KERGOMARD MACE;public;84.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51564.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62735;SAILLY LABOURSE;0623173M;ECOLE ELEMENTAIRE GEORGES BRASSENS;public;90.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51565.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62849;VERTON;0623179U;ECOLE PRIMAIRE JEAN MOULIN;public;97.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51566.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62902;WIZERNES;0623181W;ECOLE PRIMAIRE ULLMANN PERRAULT;public;88.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51567.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62718;ROEUX;0623215H;ECOLE PRIMAIRE JACQUES PREVERT;public;101.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51568.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62727;RUITZ;0623216J;ECOLE ELEMENTAIRE JACQUES PREVERT;public;104.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51569.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62755;SAINT LEONARD;0623217K;ECOLE ELEMENTAIRE JEAN ROSTAND;public;101.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51570.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62043;LES ATTAQUES;0623229Y;ECOLE PRIMAIRE ROBERT DOISNEAU;public;101.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51571.0
