Rentrée scolaire;Code région;Région;Code de l'académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;num_ligne
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62244;COULOGNE;0623242M;ECOLE PRIMAIRE ROGER MACKE;public;94.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51572.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62262;CUINCHY;0623246S;ECOLE PRIMAIRE;public;104.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51573.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62393;GUEMPS;0623307H;ECOLE PRIMAIRE;public;91;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51574.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62571;MERLIMONT;0623308J;ECOLE ELEMENTAIRE SIMONE VEIL;public;107.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51575.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62621;NORTKERQUE;0623309K;ECOLE PRIMAIRE LES LILAS;public;96.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51576.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0623347B;ECOLE PRIMAIRE GREUZE;public;69;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51577.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62284;ECOURT SAINT QUENTIN;0623349D;ECOLE ELEMENTAIRE;public;97.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51578.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62454;HINGES;0623353H;GROUPE SCOLAIRE DE LA COLLINE;public;104.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51579.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62548;MARCK;0623358N;ECOLE ELEMENTAIRE DU MOULIN;public;103.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51580.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62587;MONTIGNY EN GOHELLE;0623361S;ECOLE ELEMENTAIRE JACQUES DUCLOS;public;77.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51581.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62637;OIGNIES;0623362T;ECOLE ELEMENTAIRE SAVARY BOUQUET;public;88.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51582.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62801;SOUCHEZ;0623366X;ECOLE ELEMENTAIRE ANATOLE FRANCE;public;112.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51583.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62895;WINGLES;0623368Z;ECOLE ELEMENTAIRE SUZANNE BLIN;public;90.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51584.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62382;GOUY SAINT ANDRE;0623374F;ECOLE PRIMAIRE REGROUPEMENT PEDAGOGIQUE INTERCOMMUNAL CONCENTRE RPC DE GOUY ST ANDRE;public;93.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51585.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62528;LOOS EN GOHELLE;0623375G;ECOLE ELEMENTAIRE OVIDE LEROY;public;94.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51586.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62029;AMETTES;0623384S;ECOLE PRIMAIRE PRIVEE SAINT BENOIT LABRE;privé sous contrat;108.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51587.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62534;LUMBRES;0623385T;ECOLE PRIMAIRE PRIVEE NOTRE DAME;privé sous contrat;103.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51588.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0623399H;ECOLE PRIMAIRE JULES FERRY;public;102.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51589.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62525;LONGUENESSE;0623402L;ECOLE PRIMAIRE PAUL VERLAINE;public;92.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51590.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62040;ARQUES;0623403M;ECOLE PRIMAIRE ALBERT CAMUS;public;79.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51591.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62119;BETHUNE;0623405P;ECOLE ELEMENTAIRE JULES MICHELET;public;85.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51592.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62008;ACQUIN WESTBECOURT;0623410V;ECOLE ELEMENTAIRE CENTRE RPI 132;public;105.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51593.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62033;ANNAY;0623412X;ECOLE PRIMAIRE JOLIOT CURIE;public;79.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51594.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62386;GRENAY;0623413Y;ECOLE ELEMENTAIRE EDMOND BINCE;public;68.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51595.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62048;AUCHEL;0623415A;ECOLE ELEMENTAIRE ANATOLE FRANCE;public;85.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51596.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623416B;ECOLE ELEMENTAIRE FELIX FAURE;public;86;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51597.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62048;AUCHEL;0623417C;ECOLE ELEMENTAIRE VICTOR HUGO;public;74.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51598.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62473;ISBERGUES;0623419E;ECOLE PRIMAIRE FRANCIS BILLIAU;public;91.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51599.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0623421G;ECOLE ELEMENTAIRE LEON BLUM;public;106.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51600.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62194;CALONNE RICOUART;0623422H;ECOLE ELEMENTAIRE EUGENE ET VIRGINIE DENEUX;public;78;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51601.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623423J;ECOLE PRIMAIRE LOUIS PASTEUR;public;77.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51602.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62259;CROISILLES;0623425L;ECOLE PRIMAIRE;public;90.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51603.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62774;SANGATTE;0623426M;ECOLE PRIMAIRE FERRY LES PTITS LOUPS DE MER;public;106.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51604.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62261;CUCQ;0623428P;ECOLE PRIMAIRE DU CENTRE HAMEAU TREPIED LEVISSE;public;100.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51605.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62270;DIVION;0623429R;ECOLE ELEMENTAIRE TRANSVAAL;public;75.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51606.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62724;ROUVROY;0623430S;ECOLE ELEMENTAIRE PAUL VAILLANT COUTURIER;public;74.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51607.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62249;COURCELLES LES LENS;0623431T;ECOLE PRIMAIRE PAUL SION;public;79.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51608.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62386;GRENAY;0623432U;ECOLE ELEMENTAIRE JEAN ROSTAND;public;81.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51609.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0623433V;ECOLE ELEMENTAIRE ALFRED MAES;public;69.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51610.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62457;HOUDAIN;0623434W;ECOLE ELEMENTAIRE JULES ELBY;public;76.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51611.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62457;HOUDAIN;0623435X;ECOLE ELEMENTAIRE LEON BLUM;public;98;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51612.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62457;HOUDAIN;0623436Y;ECOLE ELEMENTAIRE PAUL LANGEVIN;public;85.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51613.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62371;GIVENCHY EN GOHELLE;0623437Z;ECOLE ELEMENTAIRE SEVIGNE BUISSON;public;115.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51614.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62474;ISQUES;0623438A;ECOLE PRIMAIRE ABEL LOMBARD;public;95.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51615.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62908;LA CAPELLE LES BOULOGNE;0623441D;ECOLE PRIMAIRE DES POETES;public;117.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51616.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62264;DANNES;0623442E;ECOLE PRIMAIRE;public;93.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51617.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62907;LIBERCOURT;0623443F;ECOLE PRIMAIRE JEAN JAURES;public;86.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51618.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62555;MARLES LES MINES;0623445H;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;public;74.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51619.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62555;MARLES LES MINES;0623446J;ECOLE PRIMAIRE LEON GAMBETTA;public;82.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51620.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62555;MARLES LES MINES;0623447K;ECOLE ELEMENTAIRE RENE CAMPHIN;public;76.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51621.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62563;MAZINGARBE;0623448L;ECOLE ELEMENTAIRE BEUGNET EVRARD;public;82.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51622.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62473;ISBERGUES;0623449M;ECOLE PRIMAIRE LOUIS PASTEUR;public;97.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51623.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62473;ISBERGUES;0623450N;ECOLE PRIMAIRE SADI CARNOT;public;101.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51624.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62638;OISY LE VERGER;0623452R;ECOLE PRIMAIRE JEAN JAURES;public;82.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51625.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62819;TILQUES;0623453S;ECOLE PRIMAIRE;public;109.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51626.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62103;BEHAGNIES;0623454T;ECOLE ELEMENTAIRE RPI 37;public;95.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51627.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62693;REBREUVE RANCHICOURT;0623456V;ECOLE PRIMAIRE;public;107.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51628.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62713;ROBECQ;0623457W;ECOLE PRIMAIRE LA CLARENCE;public;114.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51629.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62899;WISSANT;0623462B;ECOLE PRIMAIRE MIXTE;public;102.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51630.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62178;BRUAY LA BUISSIERE;0623469J;ECOLE PRIMAIRE EMILE LOUBET SAINT EXUPERY;public;81.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51631.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0623474P;ECOLE ELEMENTAIRE JEAN JAURES;public;79.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51632.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62268;DESVRES;0623476S;ECOLE PRIMAIRE PRIVEE SAINT NICOLAS;privé sous contrat;108.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51633.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62447;HESDIN;0623477T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;privé sous contrat;106.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51634.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62033;ANNAY;0623500T;ECOLE ELEMENTAIRE JULIETTE WANTIEZ;public;98;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51635.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62038;ARDRES;0623502V;ECOLE ELEMENTAIRE ANNE FRANK;public;93.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51636.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0623505Y;ECOLE ELEMENTAIRE JULES MICHELET;public;78.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51637.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62771;SALLAUMINES;0623506Z;ECOLE ELEMENTAIRE JEAN JAURES;public;73.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51638.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62065;AVION;0623507A;ECOLE ELEMENTAIRE JOLIOT CURIE;public;89.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51639.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62050;AUCHY LES HESDIN;0623508B;ECOLE ELEMENTAIRE EMILE PANET;public;81.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51640.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62132;BILLY BERCLAU;0623509C;ECOLE ELEMENTAIRE JEREMIE POTEAU;public;95.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51641.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62138;BLANGY SUR TERNOISE;0623510D;ECOLE PRIMAIRE;public;88.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51642.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62443;HERSIN COUPIGNY;0623511E;ECOLE ELEMENTAIRE PAUL ELUARD ELSA TRIOLET;public;94.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51643.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62770;SAINT VENANT;0623512F;ECOLE PRIMAIRE LAMARTINE;public;97.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51644.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62183;BUIRE LE SEC;0623515J;ECOLE PRIMAIRE;public;81.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51645.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62666;PONT A VENDIN;0623516K;ECOLE ELEMENTAIRE RIMETZ DEPARETERE;public;91;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51646.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62773;SAMER;0623517L;ECOLE ELEMENTAIRE LUCIEN COUSTES;public;95.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51647.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62215;CARVIN;0623518M;ECOLE PRIMAIRE LOUIS ARAGON;public;84.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51648.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0623519N;ECOLE ELEMENTAIRE BERT MICHELET;public;99.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51649.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62126;BEUVRY;0623520P;ECOLE ELEMENTAIRE JEAN DE LA FONTAINE;public;120.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51650.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62235;CONDETTE;0623521R;ECOLE PRIMAIRE LOUIS PASTEUR;public;114.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51651.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0623522S;ECOLE PRIMAIRE CONDORCET PHARE;public;88.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51652.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62269;DIEVAL;0623523T;ECOLE PRIMAIRE;public;88.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51653.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62274;DOURGES;0623524U;ECOLE ELEMENTAIRE JULES FERRY;public;99.4;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51654.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62313;ESTREE BLANCHE;0623525V;ECOLE PRIMAIRE DE LA LACQUETTE;public;77.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51655.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62848;VERQUIN;0623528Y;ECOLE PRIMAIRE JULES FERRY;public;89.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51656.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62400;HAILLICOURT;0623530A;ECOLE ELEMENTAIRE LOUIS PASTEUR;public;86.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51657.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62427;HENIN BEAUMONT;0623531B;ECOLE ELEMENTAIRE ANDRE PANTIGNY;public;98.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51658.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62464;HULLUCH;0623532C;ECOLE PRIMAIRE YVES COUSTEAU;public;78.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51659.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62498;LENS;0623536G;ECOLE ELEMENTAIRE VOLTAIRE;public;67.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51660.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62510;LIEVIN;0623538J;ECOLE PRIMAIRE DES PETITS BOIS;public;74.8;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51661.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62543;MAMETZ;0623540L;ECOLE PRIMAIRE LES TILLEULS CENTRE;public;97.3;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51662.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62240;CORBEHEM;0623541M;ECOLE PRIMAIRE PIERRE ET MARIE CURIE;public;100.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51663.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62604;NEUFCHATEL HARDELOT;0623543P;ECOLE PRIMAIRE LOUIS BLERIOT;public;93.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51664.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62609;NEUVILLE SAINT VAAST;0623544R;ECOLE PRIMAIRE MARIE CURIE;public;121.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51665.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62193;CALAIS;0623548V;ECOLE PRIMAIRE FRANKLIN STEPHENSON;public;72.9;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51666.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62765;SAINT OMER;0623553A;ECOLE PRIMAIRE FERDINAND BUISSON;public;100.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51667.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62771;SALLAUMINES;0623554B;ECOLE ELEMENTAIRE EMILE ZOLA;public;79.1;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51668.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62771;SALLAUMINES;0623556D;ECOLE PRIMAIRE EMILE BASLY;public;76.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51669.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62486;LAMBRES;0623643Y;ECOLE PRIMAIRE SAINT EXUPERY;public;93.5;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51670.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62004;ACHICOURT;0623648D;ECOLE PRIMAIRE LEOPOLD BERNARD;public;86.2;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51671.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62361;FREVENT;0623649E;ECOLE PRIMAIRE SAINT EXUPERY;public;77.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51672.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62497;LEFOREST;0623653J;ECOLE PRIMAIRE JEAN ROSTAND;public;92.6;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51673.0
2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62520;LOCON;0623657N;ECOLE PRIMAIRE LOUIS BLARINGHEM;public;113.7;120.3;102.9;105.5;118.2;93.2;98.2;114.7;91.2;94.5;51674.0
